Project,Bug ID,Severity Label,Resolution Status,Short Description
Bugzilla,361158,critical,FIXED,UTF-8 conversion fails on MySQL 5
Bugzilla,361175,normal,FIXED,"[PostgreSQL] Too many ""NOTICE"" messages from checksetup.pl"
Bugzilla,361176,minor,FIXED,[PostgreSQL] Warning when creating the logincookies table
Bugzilla,361140,critical,FIXED,Upgrades from versions with enums fail UTF-8 conversion
Bugzilla,359956,normal,FIXED,No requestee field available for attachments on bug creation
Bugzilla,360520,critical,FIXED,Docs need to be changed to include info about the Email:: modules instead of the Mail:: modules
Bugzilla,353656,blocker,FIXED,bugzilla user interface gets corrupted by multiple localized users resolving bugs as duplicates
Bugzilla,339451,normal,FIXED,Documentation for User Deletion
Bugzilla,361562,normal,FIXED,"The ""Using Bugzilla"" chapter should be before the ""Customising Bugzilla"" chapter"
Bugzilla,361251,blocker,FIXED,update Bugzilla FAQ
Bugzilla,361564,normal,FIXED,"Attachments should have their own section in the docs, and info about PatchReader should be a sub-section of it"
Bugzilla,338435,normal,FIXED,Add link to DBD::Pg in the documentation
Bugzilla,361870,trivial,FIXED,SQL query in Bugzilla::Bug::EmitDependList() too complicated
Bugzilla,361867,minor,FIXED,allowbugdeletion should not say versions can delete bugs
Bugzilla,361875,normal,FIXED,Use of uninitialized value in numeric eq (==) at Bugzilla/User.pm line 1465
Bugzilla,361877,minor,FIXED,"Argument """" isn't numeric in numeric gt (>) at data/template/template/en/default/global/user-error.html.tmpl line 1526"
Bugzilla,361809,normal,FIXED,"gmt, ut, utc, wet cannot be used as timezone"
Bugzilla,356395,normal,FIXED,An error is thrown when the requestee of a private attachment is not in the insidergroup
Bugzilla,361252,normal,FIXED,checksetup.pl should get confirmation from the user before causing dataloss in UTF8 conversion
Bugzilla,362865,minor,FIXED,email-in.pl permissions not good after running checksetup
Bugzilla,359315,normal,FIXED,"""NNTP"" and ""IO"" should be filtered out of the mail_delivery_method options, or made useful"
Bugzilla,363371,normal,FIXED,"If recode.pl --guess is unable to detect some encodings, checksetup.pl will never complete (unless you agree to loose some data)"
Bugzilla,363556,major,FIXED,No obvious way to log in to view/change a bug when you're not logged in.
Bugzilla,363717,normal,FIXED,Double quotes in comments
Bugzilla,357847,critical,FIXED,Perl modules Email-Reply and Email-MIME-Modifier missing from the
Bugzilla,360710,normal,FIXED,checksetup.pl needs to blacklist some non-working external modules
Bugzilla,330599,major,FIXED,checksetup.pl - mysql 5.1.7 incompatibility when creating schema - TYPE=MYISAM
Bugzilla,363894,minor,FIXED,Better date format in user account creation and email address change
Bugzilla,345405,major,FIXED,showdependencygraph.cgi: Dependency Graphs are broken on mod_perl
Bugzilla,364055,minor,FIXED,Message confusing when your version of DBD::foo or MySQL/Pg is too old
Bugzilla,332518,normal,FIXED,Bugzilla crash when give sslbase invalid url
Bugzilla,364164,normal,FIXED,"""Flags"" box on show_bug.cgi doesn't validate due to empty <option>"
Bugzilla,364094,minor,FIXED,login-small.html.tmpl's table needs an id for skinning
Bugzilla,335389,normal,FIXED,"flags should use '', '?', '-', '+' as option order"
Bugzilla,364167,normal,FIXED,no space in Attachments on this Bug:263
Bugzilla,364065,normal,FIXED,Disabling CC list <select> for logged-out users can make the list unscrollable
Bugzilla,364250,normal,FIXED,"If a hook fails, no error is available for diagnosis"
Bugzilla,364286,normal,FIXED,Code in Classification->products() is suboptimal
Bugzilla,364195,major,FIXED,No way to search for private comments
Bugzilla,364216,major,FIXED,Flag::_validate() called with wrong arguments when retargetting flags
Bugzilla,364284,normal,FIXED,User::get_selectable_products() can return wrong data if $classification_id is passed
Bugzilla,364293,minor,FIXED,Do not call can_see_product() from templates
Bugzilla,364237,normal,FIXED,"With 345 products, query.cgi is currently much slower than 2.22.2"
Bugzilla,364743,critical,FIXED,Crash when renaming components
Bugzilla,364748,normal,FIXED,Bug number not displayed when viewing all attachments
Bugzilla,364165,normal,FIXED,Unclassified appears in format for printing but not normal view
Bugzilla,356074,trivial,FIXED,Omitting description from editfields.cgi is incorrect
Bugzilla,364169,normal,FIXED,why is there a show votes for this bug if the bug has no votes?
Bugzilla,364920,minor,FIXED,Watcher list should be sorted alphabetically
Bugzilla,363916,normal,FIXED,how could i possibly be using quicksearch?
Bugzilla,364879,minor,FIXED,custom field creating page produces invalid html
Bugzilla,364134,normal,FIXED,Upgrading from 2.20 to latest CVS produces error message in contrib/recode.pl
Bugzilla,364923,normal,FIXED,Flag options should be disabled for users that cannot request or grant/deny them instead of showing a blank drop-down
Bugzilla,364863,minor,FIXED,"on confirming a new account page, wrong 'Email Address' is shown when logged in"
Bugzilla,364780,normal,FIXED,The keyword cache cannot be fixed with editkeywords privs only
Bugzilla,365046,normal,FIXED,"If docs_urlbase is empty, link to ""the named tag"" in the documentation is not supressed"
Bugzilla,364851,normal,FIXED,'b' is a duplicated mnemonic
Bugzilla,364951,normal,FIXED,"post_bug.cgi does not validate due to invalid id for ""Reassign bug to ..."" <input>"
Bugzilla,364958,normal,FIXED,"If user does not have a real name, just e-mail address should be displayed instead of "" <user@email.tld>"""
Bugzilla,364952,minor,FIXED,"Clicking ""Hide/Show Obsolete"" link should not scroll show_bug page"
Bugzilla,364950,normal,FIXED,"""Enter Bug"" page does not valid due to <input> in <table>"
Bugzilla,364172,normal,FIXED,None is not a good continuation for  0 Open bugs that bug 20 depends on
Bugzilla,365064,major,FIXED,describecomponents.cgi is blank if classifications are enabled
Bugzilla,365179,major,FIXED,"Performance problems with multiple fields chosen in the ""where one or more of the following changed"" box"
Bugzilla,365092,normal,FIXED,core bugs page is too long (29K lines source)
Bugzilla,365107,normal,FIXED,"When classifications are in use, query.cgi doesn't fill the component, version and target milestone select menus correctly"
Bugzilla,365067,major,FIXED,Flags set from the enter_bug page are not mentioned in email
Bugzilla,365122,normal,FIXED,Success messages shouldn't be red
Bugzilla,364919,minor,FIXED,"Watching-related text at bottom of ""Email Preferences"" page has typos"
Bugzilla,357346,minor,FIXED,Invalid ID for some <input> fields in global/userselect.html.tmpl
Bugzilla,365083,normal,FIXED,edit components cc list text needs wordsmithing
Bugzilla,365062,normal,FIXED,"extra whitespace in ""to classification ..."" parenthetical"
Bugzilla,365061,normal,FIXED,Unclassified default description is bad
Bugzilla,365054,normal,FIXED,no changes should be in the plural
Bugzilla,363915,normal,FIXED,edit group should italicize (em?) not linkify (a) the edited group
Bugzilla,354660,trivial,FIXED,"please reword ""use in total"""
Bugzilla,363912,normal,FIXED,Don't mix query and search
Bugzilla,365254,minor,FIXED,"When running a shared saved search, its name is not displayed at the top of the bug list"
Bugzilla,346121,normal,FIXED,Creating an attachment upon new bug doesn't create attachment link in comment #0
Bugzilla,365264,major,FIXED,The modification date of flags is erased on flag modification
Bugzilla,364637,critical,FIXED,"contrib/bzdbcopy.pl: Can't locate object method ""params"" via package ""Bugzilla"" at Bugzilla/DB/Mysql.pm line 65"
Bugzilla,365374,normal,FIXED,Changing a bug with >844 recipients can be faster
Bugzilla,365376,minor,FIXED,query.cgi: Use of uninitialized value at line 178
Bugzilla,365352,critical,FIXED,Lists of bugs (a.k.a tags) may be overwritten or deleted when tagging a new bug
Bugzilla,365438,minor,FIXED,some errors need update due to name changed by bug 364013
Bugzilla,365525,normal,FIXED,..
Bugzilla,365696,normal,FIXED,posting a new bug via email_in fails due to typo in default platform and severity
Bugzilla,365739,major,FIXED,Wrong error message while attaching a invalid filein bug creation
Bugzilla,365229,minor,FIXED,email_in.pl modifies bug permissions without user entering fields
Bugzilla,362066,major,FIXED,strict_isolation: cannot remove user from CC list
Bugzilla,365035,major,FIXED,Problem to define path caused by Bugzilla::Config (with fix :)
Bugzilla,362996,trivial,FIXED,email_in.pl throws warnings of uninitialized values given certain input
Bugzilla,365593,normal,FIXED,bz_webservices_demo.pl does not appear to match the API as defined in the Webservices code
Bugzilla,365129,normal,FIXED,"""Form field version was not defined."" when changing products and not selecting a version"
Bugzilla,365401,minor,FIXED,CSS error in dependency-tree.css
Bugzilla,365403,normal,FIXED,Prevent tags from overwriting existing saved searches
Bugzilla,365753,minor,FIXED,"Incorrect ""Cancel"" link when moving bug to another product"
Bugzilla,366190,normal,FIXED,Remove obsolete 'compatibility' comment about sending mail to disabled accounts
Bugzilla,366187,normal,FIXED,CC'ing while changing a flag prevents bugmail going to users who only disabled 'The CC field changes'
Bugzilla,365221,normal,FIXED,period is on the wrong side of parentheses in priority description
Bugzilla,365256,normal,FIXED,Period is on the wrong side of a bunch of other parentheses
Bugzilla,365456,minor,FIXED,bug/summarize-time uses p as br
Bugzilla,365480,trivial,FIXED,admin/components/select-product has useless <p>
Bugzilla,365482,trivial,FIXED,admin/fieldvalues/create has useless <p>
Bugzilla,365483,minor,FIXED,admin/fieldvalues/created has useless <p>
Bugzilla,365484,minor,FIXED,admin/fieldvalues/deleted has useless <p>
Bugzilla,365486,minor,FIXED,admin/fieldvalues/edit has useless <p>
Bugzilla,365487,normal,FIXED,admin/fieldvalues/footer produces invalid markup
Bugzilla,365491,normal,FIXED,admin/milestones/create has useless <p>
Bugzilla,365492,normal,FIXED,admin/milestones/created has useless <p>
Bugzilla,365493,normal,FIXED,admin/milestones/deleted has useless <p>
Bugzilla,365494,normal,FIXED,admin/milestones/edit has useless <p>
Bugzilla,365495,normal,FIXED,admin/milestones/footer produces invalid markup
Bugzilla,365555,minor,FIXED,globbal/code-error uses strange mark up
Bugzilla,365556,minor,FIXED,globbal/confirm-user-match uses strange mark up/uses p as br
Bugzilla,365557,minor,FIXED,account/profile-activity has useless <p>
Bugzilla,365560,minor,FIXED,account/permissions uses invalid usage for p
Bugzilla,365561,minor,FIXED,admin/classifications/del uses strange mark up
Bugzilla,365562,minor,FIXED,admin/components/confirm-delete uses strange mark up
Bugzilla,365563,minor,FIXED,admin/components/footer uses invalid mark up
Bugzilla,365564,minor,FIXED,admin/components/updated uses strange mark up
Bugzilla,365565,minor,FIXED,admin/fieldvalues/list has useless <p>
Bugzilla,365566,minor,FIXED,admin/fieldvalues/select-field has useless <p>
Bugzilla,365567,minor,FIXED,admin/fieldvalues/updated has useless <p>
Bugzilla,365568,minor,FIXED,admin/group/edit has useless <p>
Bugzilla,365497,normal,FIXED,admin/milestones/select-product has useless <p>
Bugzilla,365498,normal,FIXED,admin/milestones/updated has useless <p>
Bugzilla,365500,normal,FIXED,admin/products/groupcontrol/edit uses p as br
Bugzilla,365502,normal,FIXED,admin/products/confirm-delete uses strange mark up
Bugzilla,365503,normal,FIXED,admin/products/footer produces invalid markup
Bugzilla,365504,normal,FIXED,admin/products/list has useless <p>
Bugzilla,365505,normal,FIXED,admin/products/list-classifications has useless <p>
Bugzilla,365506,normal,FIXED,admin/products/updated uses strange mark up
Bugzilla,365507,normal,FIXED,admin/versions/confirm-delete uses strange mark up
Bugzilla,365508,normal,FIXED,admin/versions/create useless <p>
Bugzilla,365509,normal,FIXED,admin/versions/created has useless <p>
Bugzilla,365510,normal,FIXED,admin/versions/deleted has useless <p>
Bugzilla,365511,normal,FIXED,admin/versions/edit has useless <p>
Bugzilla,365512,normal,FIXED,admin/versions/footer produces invalid markup
Bugzilla,365513,normal,FIXED,admin/versions/list has useless <p>
Bugzilla,365514,normal,FIXED,admin/versions/select-product has useless <p>
Bugzilla,365515,normal,FIXED,admin/versions/updated has useless <p>
Bugzilla,365516,normal,FIXED,attachment/confirm-delete uses p as br
Bugzilla,365522,normal,FIXED,reports/create-chart has unescaped &
Bugzilla,365554,minor,FIXED,globbal/user-error uses p as br
Bugzilla,365518,normal,FIXED,bug/process/verify-new-product uses strange mark up
Bugzilla,365520,normal,FIXED,attachment/edit has unescaped &
Bugzilla,365496,normal,FIXED,admin/milestones/list has useless <p>
Bugzilla,365470,trivial,FIXED,Locate Attachment page still has an Edit button
Bugzilla,364858,normal,FIXED,"Add hook in user-error.html.tmpl for text after ""auth_failure"" message"
Bugzilla,344547,normal,FIXED,"[Version 2.20+] bugzilla.mozilla.org thinks I'm using Mac OS X 10.3, when I am using Mac OS X 10.4"
Bugzilla,365444,normal,FIXED,Obsolete custom fields are shown in email notification for new bugs
Bugzilla,365443,trivial,FIXED,Bugmail for new bugs without flags contains two unneeded lines
Bugzilla,366593,major,FIXED,everconfirmed is no longer passed to XML bug files
Bugzilla,348281,minor,FIXED,importxml.pl dies if there is no TM or the TM is empty
Bugzilla,366624,major,FIXED,testserver.pl fails to find the GID for the httpd process
Bugzilla,366738,minor,FIXED,Use of uninitialized value in numeric eq (==) in ./importxml.pl if the bug is not visible to the reporter and the CC list
Bugzilla,367077,critical,FIXED,Big attachments which should be stored locally are not
Bugzilla,367649,normal,FIXED,Deleting an attachment should set isobsolete to 1
Bugzilla,367654,major,FIXED,Param('upgrade_notification') eq 'development_snapshot' should catch release candidates too if no development snapshot is available
Bugzilla,367894,trivial,FIXED,"Missing separator after the ""Sanity Check"" link in the footer"
Bugzilla,368071,normal,FIXED,importxml fails to import if there is no newline before <?xml
Bugzilla,368147,major,FIXED,A coding error preventing converting of database table to finish
Bugzilla,361842,normal,FIXED,no midair collision for dependency when changing severity
Bugzilla,361115,blocker,FIXED,Release Notes For Bugzilla 2.22.2
Bugzilla,368654,blocker,FIXED,Release Notes for Bugzilla 2.20.4
